Date,Hour,DryBulb,DewPnt,SYSLoad,NumDate
2004-01-01,1,37,25,12230,7.32E+05
2004-01-01,2,37,25,11534,7.32E+05
2004-01-01,3,39,24,11038,7.32E+05
2004-01-01,4,38,22,10777,7.32E+05
2004-01-01,5,37,20,10764,7.32E+05
2004-01-01,6,36,19,11032,7.32E+05
2004-01-01,7,35,20,11508,7.32E+05
2004-01-01,8,35,20,11806,7.32E+05
2004-01-01,9,35,21,12457,7.32E+05
2004-01-01,10,37,21,13214,7.32E+05
2004-01-01,11,38,22,13783,7.32E+05
2004-01-01,12,39,22,14156,7.32E+05
2004-01-01,13,40,22,14182,7.32E+05
2004-01-01,14,40,22,13988,7.32E+05
2004-01-01,15,40,22,13727,7.32E+05
2004-01-01,16,40,22,13856,7.32E+05
2004-01-01,17,38,22,15215,7.32E+05
2004-01-01,18,36,22,16593,7.32E+05
2004-01-01,19,35,22,16483,7.32E+05
2004-01-01,20,35,22,16135,7.32E+05
2004-01-01,21,34,22,15681,7.32E+05
2004-01-01,22,33,22,14872,7.32E+05
2004-01-01,23,32,23,13769,7.32E+05
2004-01-01,24,31,23,12640,7.32E+05
2004-01-02,1,30,22,11728,7.32E+05
2004-01-02,2,29,22,11275,7.32E+05
2004-01-02,3,28,22,11083,7.32E+05
2004-01-02,4,28,22,11071,7.32E+05
2004-01-02,5,28,23,11304,7.32E+05
2004-01-02,6,29,24,12053,7.32E+05
2004-01-02,7,30,25,13372,7.32E+05
2004-01-02,8,30,25,14656,7.32E+05
2004-01-02,9,30,26,15658,7.32E+05
2004-01-02,10,30,27,16472,7.32E+05
2004-01-02,11,31,29,16889,7.32E+05
2004-01-02,12,31,30,17015,7.32E+05
2004-01-02,13,32,30,16869,7.32E+05
2004-01-02,14,33,31,16595,7.32E+05
2004-01-02,15,33,31,16387,7.32E+05
2004-01-02,16,33,31,16414,7.32E+05
2004-01-02,17,33,32,17327,7.32E+05
2004-01-02,18,33,32,18164,7.32E+05
2004-01-02,19,34,32,17766,7.32E+05
2004-01-02,20,33,32,17144,7.32E+05
2004-01-02,21,33,32,16461,7.32E+05
2004-01-02,22,32,31,15562,7.32E+05
2004-01-02,23,32,31,14357,7.32E+05
2004-01-02,24,32,31,13086,7.32E+05
2004-01-03,1,33,32,12017,7.32E+05
2004-01-03,2,33,32,11362,7.32E+05
2004-01-03,3,33,31,11030,7.32E+05
2004-01-03,4,33,32,10886,7.32E+05
2004-01-03,5,33,32,10929,7.32E+05
2004-01-03,6,33,32,11279,7.32E+05
2004-01-03,7,33,32,11965,7.32E+05
2004-01-03,8,33,33,12862,7.32E+05
2004-01-03,9,33,33,13957,7.32E+05
2004-01-03,10,34,33,14980,7.32E+05
2004-01-03,11,35,34,15575,7.32E+05
2004-01-03,12,35,34,15730,7.32E+05
2004-01-03,13,36,35,15580,7.32E+05
2004-01-03,14,38,37,15275,7.32E+05
2004-01-03,15,39,38,14963,7.32E+05
2004-01-03,16,40,39,14902,7.32E+05
2004-01-03,17,40,39,15892,7.32E+05
2004-01-03,18,40,40,16778,7.32E+05
2004-01-03,19,41,40,16532,7.32E+05
2004-01-03,20,41,40,15977,7.32E+05
2004-01-03,21,40,39,15454,7.32E+05
2004-01-03,22,40,40,14660,7.32E+05
2004-01-03,23,41,40,13588,7.32E+05
2004-01-03,24,41,40,12416,7.32E+05
2004-01-04,1,42,41,11354,7.32E+05
2004-01-04,2,42,41,10710,7.32E+05
2004-01-04,3,42,41,10350,7.32E+05
2004-01-04,4,43,41,10175,7.32E+05
2004-01-04,5,43,41,10148,7.32E+05
2004-01-04,6,43,40,10365,7.32E+05
2004-01-04,7,43,40,10885,7.32E+05
2004-01-04,8,43,39,11406,7.32E+05
2004-01-04,9,43,38,12297,7.32E+05
2004-01-04,10,44,40,13204,7.32E+05
2004-01-04,11,46,38,13910,7.32E+05
2004-01-04,12,46,37,14310,7.32E+05
2004-01-04,13,46,35,14559,7.32E+05
2004-01-04,14,45,34,14582,7.32E+05
2004-01-04,15,43,34,14629,7.32E+05
2004-01-04,16,41,35,14856,7.32E+05
2004-01-04,17,40,34,16003,7.32E+05
2004-01-04,18,39,33,17048,7.32E+05
2004-01-04,19,39,33,16896,7.32E+05
2004-01-04,20,38,32,16427,7.32E+05
2004-01-04,21,37,32,15797,7.32E+05
2004-01-04,22,37,32,14734,7.32E+05
2004-01-04,23,36,31,13403,7.32E+05
2004-01-04,24,35,31,12263,7.32E+05
2004-01-05,1,34,30,11444,7.32E+05
2004-01-05,2,33,29,11045,7.32E+05
2004-01-05,3,32,29,10895,7.32E+05
2004-01-05,4,32,29,10908,7.32E+05
2004-01-05,5,31,29,11310,7.32E+05
2004-01-05,6,31,29,12582,7.32E+05
2004-01-05,7,31,28,14895,7.32E+05
2004-01-05,8,31,29,16562,7.32E+05
2004-01-05,9,31,28,16988,7.32E+05
2004-01-05,10,31,28,17324,7.32E+05
2004-01-05,11,31,28,17618,7.32E+05
2004-01-05,12,32,28,17778,7.32E+05
2004-01-05,13,31,29,17734,7.32E+05
2004-01-05,14,31,29,17732,7.32E+05
2004-01-05,15,32,29,17607,7.32E+05
2004-01-05,16,32,30,17800,7.32E+05
2004-01-05,17,32,30,18840,7.32E+05
2004-01-05,18,32,30,19579,7.32E+05
2004-01-05,19,32,30,19319,7.32E+05
2004-01-05,20,31,30,18725,7.32E+05
2004-01-05,21,31,30,17865,7.32E+05
2004-01-05,22,31,30,16581,7.32E+05
2004-01-05,23,31,30,14903,7.32E+05
2004-01-05,24,31,29,13429,7.32E+05
2004-01-06,1,31,29,12496,7.32E+05
2004-01-06,2,30,28,12000,7.32E+05
2004-01-06,3,30,26,11781,7.32E+05
2004-01-06,4,29,24,11788,7.32E+05
2004-01-06,5,29,23,12145,7.32E+05
2004-01-06,6,28,22,13354,7.32E+05
2004-01-06,7,28,21,15630,7.32E+05
2004-01-06,8,27,20,16950,7.32E+05
2004-01-06,9,27,21,17031,7.32E+05
2004-01-06,10,28,21,17043,7.32E+05
2004-01-06,11,29,20,17261,7.32E+05
2004-01-06,12,30,21,17223,7.32E+05
2004-01-06,13,31,21,16957,7.32E+05
2004-01-06,14,32,20,16846,7.32E+05
2004-01-06,15,33,19,16675,7.32E+05
2004-01-06,16,32,19,16888,7.32E+05
2004-01-06,17,31,19,18068,7.32E+05
2004-01-06,18,30,18,19548,7.32E+05
2004-01-06,19,28,20,19527,7.32E+05
2004-01-06,20,26,17,19180,7.32E+05
2004-01-06,21,24,10,18572,7.32E+05
2004-01-06,22,22,9,17371,7.32E+05
2004-01-06,23,21,8,15754,7.32E+05
2004-01-06,24,19,6,14315,7.32E+05
2004-01-07,1,18,5,13415,7.32E+05
2004-01-07,2,17,5,12990,7.32E+05
2004-01-07,3,16,4,12832,7.32E+05
2004-01-07,4,16,4,12866,7.32E+05
2004-01-07,5,15,4,13233,7.32E+05
2004-01-07,6,15,4,14495,7.32E+05
2004-01-07,7,14,4,16855,7.32E+05
2004-01-07,8,14,4,18233,7.32E+05
2004-01-07,9,14,3,18421,7.32E+05
2004-01-07,10,16,2,18417,7.32E+05
2004-01-07,11,17,2,18532,7.32E+05
2004-01-07,12,19,2,18503,7.32E+05
2004-01-07,13,20,2,18356,7.32E+05
2004-01-07,14,19,2,18302,7.32E+05
2004-01-07,15,19,5,18205,7.32E+05
2004-01-07,16,20,4,18326,7.32E+05
2004-01-07,17,19,5,19397,7.32E+05
2004-01-07,18,18,5,20786,7.32E+05
2004-01-07,19,18,5,20668,7.32E+05
2004-01-07,20,18,5,20206,7.32E+05
2004-01-07,21,18,5,19522,7.32E+05
2004-01-07,22,17,4,18295,7.32E+05
2004-01-07,23,17,4,16598,7.32E+05
2004-01-07,24,16,3,15138,7.32E+05
2004-01-08,1,15,0,14186,7.32E+05
2004-01-08,2,14,1,13757,7.32E+05
2004-01-08,3,13,0,13593,7.32E+05
2004-01-08,4,12,-1,13612,7.32E+05
2004-01-08,5,11,-2,13963,7.32E+05
2004-01-08,6,11,-4,15158,7.32E+05
2004-01-08,7,10,-5,17498,7.32E+05
2004-01-08,8,9,-4,18924,7.32E+05
2004-01-08,9,9,-5,19042,7.32E+05
2004-01-08,10,10,-6,19072,7.32E+05
2004-01-08,11,12,-6,19063,7.32E+05
2004-01-08,12,14,-5,18934,7.32E+05
2004-01-08,13,16,-4,18694,7.32E+05
2004-01-08,14,17,-4,18543,7.32E+05
2004-01-08,15,18,-3,18381,7.32E+05
2004-01-08,16,17,-3,18447,7.32E+05
2004-01-08,17,17,-2,19587,7.32E+05
2004-01-08,18,14,-2,20991,7.32E+05
2004-01-08,19,13,-2,20978,7.32E+05
2004-01-08,20,12,-2,20458,7.32E+05
2004-01-08,21,11,-2,19800,7.32E+05
2004-01-08,22,10,-2,18602,7.32E+05
2004-01-08,23,9,-1,17094,7.32E+05
2004-01-08,24,9,-1,15565,7.32E+05
2004-01-09,1,8,-3,14592,7.32E+05
2004-01-09,2,6,-5,14199,7.32E+05
2004-01-09,3,6,-6,14064,7.32E+05
2004-01-09,4,5,-8,14088,7.32E+05
2004-01-09,5,3,-8,14488,7.32E+05
2004-01-09,6,2,-9,15661,7.32E+05
2004-01-09,7,1,-10,18103,7.32E+05
2004-01-09,8,0,-11,19616,7.32E+05
2004-01-09,9,0,-13,19871,7.32E+05
2004-01-09,10,0,-15,19953,7.32E+05
2004-01-09,11,1,-16,20015,7.32E+05
2004-01-09,12,2,-17,19922,7.32E+05
2004-01-09,13,4,-16,19678,7.32E+05
2004-01-09,14,5,-15,19467,7.32E+05
2004-01-09,15,6,-15,19239,7.32E+05
2004-01-09,16,7,-14,19297,7.32E+05
2004-01-09,17,6,-14,20238,7.32E+05
2004-01-09,18,4,-14,21471,7.32E+05
2004-01-09,19,3,-14,21334,7.32E+05
2004-01-09,20,2,-14,20846,7.32E+05
2004-01-09,21,1,-14,20232,7.32E+05
2004-01-09,22,1,-15,19316,7.32E+05
2004-01-09,23,0,-15,18006,7.32E+05
2004-01-09,24,-1,-15,16735,7.32E+05
2004-01-10,1,-2,-16,15746,7.32E+05
2004-01-10,2,-2,-16,15199,7.32E+05
2004-01-10,3,-3,-15,14965,7.32E+05
2004-01-10,4,-3,-15,14898,7.32E+05
2004-01-10,5,-4,-15,14975,7.32E+05
2004-01-10,6,-4,-15,15399,7.32E+05
2004-01-10,7,-4,-15,16278,7.32E+05
2004-01-10,8,-5,-15,17153,7.32E+05
2004-01-10,9,-4,-15,18304,7.32E+05
2004-01-10,10,-2,-15,19070,7.32E+05
2004-01-10,11,1,-14,19340,7.32E+05
2004-01-10,12,4,-14,19218,7.32E+05
2004-01-10,13,6,-13,18843,7.32E+05
2004-01-10,14,8,-13,18373,7.32E+05
2004-01-10,15,10,-12,18057,7.32E+05
2004-01-10,16,10,-13,18074,7.32E+05
2004-01-10,17,9,-14,19129,7.32E+05
2004-01-10,18,7,-13,20588,7.32E+05
2004-01-10,19,6,-13,20555,7.32E+05
2004-01-10,20,4,-14,20068,7.32E+05
2004-01-10,21,3,-14,19458,7.32E+05
2004-01-10,22,3,-14,18692,7.32E+05
2004-01-10,23,2,-13,17688,7.32E+05
2004-01-10,24,2,-13,16623,7.32E+05
2004-01-11,1,1,-14,15587,7.32E+05
2004-01-11,2,1,-13,14965,7.32E+05
2004-01-11,3,0,-13,14680,7.32E+05
2004-01-11,4,0,-13,14571,7.32E+05
2004-01-11,5,0,-13,14601,7.32E+05
2004-01-11,6,0,-13,14880,7.32E+05
2004-01-11,7,-1,-13,15375,7.32E+05
2004-01-11,8,-1,-12,15948,7.32E+05
2004-01-11,9,0,-11,16925,7.32E+05
2004-01-11,10,4,-10,17669,7.32E+05
2004-01-11,11,6,-8,18057,7.32E+05
2004-01-11,12,10,-6,18059,7.32E+05
2004-01-11,13,14,-5,17898,7.32E+05
2004-01-11,14,16,-4,17627,7.32E+05
2004-01-11,15,19,-2,17446,7.32E+05
2004-01-11,16,20,-2,17632,7.32E+05
2004-01-11,17,20,-1,18774,7.32E+05
2004-01-11,18,20,0,19961,7.32E+05
2004-01-11,19,20,2,19859,7.32E+05
2004-01-11,20,21,2,19313,7.32E+05
2004-01-11,21,21,4,18592,7.32E+05
2004-01-11,22,21,5,17354,7.32E+05
2004-01-11,23,22,6,15931,7.32E+05
2004-01-11,24,23,7,14526,7.32E+05
2004-01-12,1,22,10,13678,7.32E+05
2004-01-12,2,22,15,13325,7.32E+05
2004-01-12,3,22,18,13178,7.32E+05
2004-01-12,4,22,19,13141,7.32E+05
2004-01-12,5,22,20,13471,7.32E+05
2004-01-12,6,22,20,14560,7.32E+05
2004-01-12,7,23,20,16594,7.32E+05
2004-01-12,8,23,19,17988,7.32E+05
2004-01-12,9,23,19,18476,7.32E+05
2004-01-12,10,24,20,18610,7.32E+05
2004-01-12,11,25,20,18685,7.32E+05
2004-01-12,12,26,20,18518,7.32E+05
2004-01-12,13,27,21,18317,7.32E+05
2004-01-12,14,28,22,18185,7.32E+05
2004-01-12,15,29,22,18046,7.32E+05
2004-01-12,16,29,23,18095,7.32E+05
2004-01-12,17,30,23,19057,7.32E+05
2004-01-12,18,29,24,20171,7.32E+05
2004-01-12,19,29,24,20071,7.32E+05
2004-01-12,20,28,25,19585,7.32E+05
2004-01-12,21,28,25,18829,7.32E+05
2004-01-12,22,28,25,17592,7.32E+05
2004-01-12,23,28,24,15866,7.32E+05
2004-01-12,24,28,24,14347,7.32E+05
2004-01-13,1,27,22,13373,7.32E+05
2004-01-13,2,26,22,12939,7.32E+05
2004-01-13,3,27,21,12711,7.32E+05
2004-01-13,4,26,21,12737,7.32E+05
2004-01-13,5,25,20,13043,7.32E+05
2004-01-13,6,25,19,14240,7.32E+05
2004-01-13,7,25,20,16573,7.32E+05
2004-01-13,8,26,21,17995,7.32E+05
2004-01-13,9,27,22,18234,7.32E+05
2004-01-13,10,29,24,18241,7.32E+05
2004-01-13,11,31,26,18258,7.32E+05
2004-01-13,12,33,27,17997,7.32E+05
2004-01-13,13,35,28,17729,7.32E+05
2004-01-13,14,36,28,17606,7.32E+05
2004-01-13,15,36,29,17546,7.32E+05
2004-01-13,16,33,25,17772,7.32E+05
2004-01-13,17,30,18,18814,7.32E+05
2004-01-13,18,27,10,20339,7.32E+05
2004-01-13,19,22,3,20609,7.32E+05
2004-01-13,20,19,-1,20347,7.32E+05
2004-01-13,21,16,-3,19799,7.32E+05
2004-01-13,22,13,-3,18702,7.32E+05
2004-01-13,23,10,-9,17179,7.32E+05
2004-01-13,24,8,-11,15859,7.32E+05
2004-01-14,1,6,-14,15021,7.32E+05
2004-01-14,2,3,-16,14717,7.32E+05
2004-01-14,3,2,-18,14730,7.32E+05
2004-01-14,4,0,-19,14811,7.32E+05
2004-01-14,5,-2,-20,15222,7.32E+05
2004-01-14,6,-3,-21,16455,7.32E+05
2004-01-14,7,-4,-22,18828,7.32E+05
2004-01-14,8,-5,-22,20231,7.32E+05
2004-01-14,9,-5,-23,20367,7.32E+05
2004-01-14,10,-4,-23,20480,7.32E+05
2004-01-14,11,-2,-21,20493,7.32E+05
2004-01-14,12,0,-20,20407,7.32E+05
2004-01-14,13,2,-20,20206,7.32E+05
2004-01-14,14,3,-19,20063,7.32E+05
2004-01-14,15,4,-18,19857,7.32E+05
2004-01-14,16,4,-18,20011,7.32E+05
2004-01-14,17,4,-19,21101,7.32E+05
2004-01-14,18,4,-18,22477,7.32E+05
2004-01-14,19,3,-18,22419,7.32E+05
2004-01-14,20,3,-18,21837,7.32E+05
2004-01-14,21,2,-17,21103,7.32E+05
2004-01-14,22,2,-15,19820,7.32E+05
2004-01-14,23,2,-11,18158,7.32E+05
2004-01-14,24,1,-8,16721,7.32E+05
2004-01-15,1,1,-7,15787,7.32E+05
2004-01-15,2,1,-7,15358,7.32E+05
2004-01-15,3,1,-6,15191,7.32E+05
2004-01-15,4,0,-7,15201,7.32E+05
2004-01-15,5,0,-8,15525,7.32E+05
2004-01-15,6,-1,-8,16639,7.32E+05
2004-01-15,7,-2,-9,18777,7.32E+05
2004-01-15,8,-1,-10,20176,7.32E+05
2004-01-15,9,-2,-11,20549,7.32E+05
2004-01-15,10,-1,-12,20616,7.32E+05
2004-01-15,11,0,-12,20651,7.32E+05
2004-01-15,12,2,-13,20466,7.32E+05
2004-01-15,13,4,-12,20180,7.32E+05
2004-01-15,14,5,-13,20014,7.32E+05
2004-01-15,15,5,-14,19854,7.32E+05
2004-01-15,16,5,-15,20004,7.32E+05
2004-01-15,17,4,-17,21152,7.32E+05
2004-01-15,18,1,-19,22682,7.32E+05
2004-01-15,19,-1,-20,22818,7.32E+05
2004-01-15,20,-2,-19,22440,7.32E+05
2004-01-15,21,-3,-20,21786,7.32E+05
2004-01-15,22,-4,-21,20686,7.32E+05
2004-01-15,23,-6,-23,19159,7.32E+05
2004-01-15,24,-7,-23,17822,7.32E+05
2004-01-16,1,-7,-24,16926,7.32E+05
2004-01-16,2,-7,-22,16516,7.32E+05
2004-01-16,3,-6,-21,16275,7.32E+05
2004-01-16,4,-7,-21,16304,7.32E+05
2004-01-16,5,-7,-21,16550,7.32E+05
2004-01-16,6,-6,-21,17510,7.32E+05
2004-01-16,7,-7,-21,19243,7.32E+05
2004-01-16,8,-7,-20,20577,7.32E+05
2004-01-16,9,-6,-20,21239,7.32E+05
2004-01-16,10,-3,-18,21534,7.32E+05
2004-01-16,11,0,-15,21665,7.32E+05
2004-01-16,12,3,-13,21475,7.32E+05
2004-01-16,13,6,-11,21082,7.32E+05
2004-01-16,14,9,-8,20716,7.32E+05
2004-01-16,15,11,-7,20333,7.32E+05
2004-01-16,16,12,-6,20188,7.32E+05
2004-01-16,17,11,-5,20746,7.32E+05
2004-01-16,18,10,-5,21931,7.32E+05
2004-01-16,19,10,-4,21806,7.32E+05
2004-01-16,20,10,-4,21136,7.32E+05
2004-01-16,21,10,-3,20432,7.32E+05
2004-01-16,22,10,-2,19408,7.32E+05
2004-01-16,23,10,-2,18071,7.32E+05
2004-01-16,24,10,-2,16778,7.32E+05
2004-01-17,1,11,-1,15819,7.32E+05
2004-01-17,2,11,-1,15254,7.32E+05
2004-01-17,3,12,0,14884,7.32E+05
2004-01-17,4,12,1,14733,7.32E+05
2004-01-17,5,12,1,14787,7.32E+05
2004-01-17,6,12,2,15161,7.32E+05
2004-01-17,7,12,2,15916,7.32E+05
2004-01-17,8,14,3,16730,7.32E+05
2004-01-17,9,15,3,17552,7.32E+05
2004-01-17,10,18,4,18140,7.32E+05
2004-01-17,11,21,5,18212,7.32E+05
2004-01-17,12,25,6,17933,7.32E+05
2004-01-17,13,27,6,17336,7.32E+05
2004-01-17,14,30,6,16824,7.32E+05
2004-01-17,15,31,7,16474,7.32E+05
2004-01-17,16,32,7,16478,7.32E+05
2004-01-17,17,31,7,17421,7.32E+05
2004-01-17,18,29,7,18769,7.32E+05
2004-01-17,19,27,8,18662,7.32E+05
2004-01-17,20,27,8,18091,7.32E+05
2004-01-17,21,25,8,17499,7.32E+05
2004-01-17,22,25,9,16762,7.32E+05
2004-01-17,23,25,10,15680,7.32E+05
2004-01-17,24,26,11,14636,7.32E+05
2004-01-18,1,25,11,13592,7.32E+05
2004-01-18,2,26,12,13062,7.32E+05
2004-01-18,3,25,13,12734,7.32E+05
2004-01-18,4,26,15,12586,7.32E+05
2004-01-18,5,26,17,12578,7.32E+05
2004-01-18,6,26,18,12789,7.32E+05
2004-01-18,7,26,20,13316,7.32E+05
2004-01-18,8,27,22,14053,7.32E+05
2004-01-18,9,28,25,15150,7.32E+05
2004-01-18,10,29,27,16027,7.32E+05
2004-01-18,11,30,28,16620,7.32E+05
2004-01-18,12,30,29,16900,7.32E+05
2004-01-18,13,31,29,16974,7.32E+05
2004-01-18,14,31,29,16803,7.32E+05
2004-01-18,15,31,29,16583,7.32E+05
2004-01-18,16,31,29,16493,7.32E+05
2004-01-18,17,31,29,17145,7.32E+05
2004-01-18,18,30,29,17969,7.32E+05
2004-01-18,19,30,27,17956,7.32E+05
2004-01-18,20,30,26,17673,7.32E+05
2004-01-18,21,28,23,17069,7.32E+05
2004-01-18,22,27,21,16172,7.32E+05
2004-01-18,23,26,19,15064,7.32E+05
2004-01-18,24,25,17,14013,7.32E+05
2004-01-19,1,24,16,13281,7.32E+05
2004-01-19,2,24,15,12926,7.32E+05
2004-01-19,3,22,14,12772,7.32E+05
2004-01-19,4,21,12,12818,7.32E+05
2004-01-19,5,20,11,13158,7.32E+05
2004-01-19,6,20,10,14123,7.32E+05
2004-01-19,7,20,9,15610,7.32E+05
2004-01-19,8,19,7,16776,7.32E+05
2004-01-19,9,19,7,17504,7.32E+05
2004-01-19,10,19,6,18045,7.32E+05
2004-01-19,11,21,6,18445,7.32E+05
2004-01-19,12,21,6,18452,7.32E+05
2004-01-19,13,23,6,18366,7.32E+05
2004-01-19,14,22,6,18060,7.32E+05
2004-01-19,15,23,5,17940,7.32E+05
2004-01-19,16,22,5,17972,7.32E+05
2004-01-19,17,21,4,18922,7.32E+05
2004-01-19,18,19,3,20596,7.32E+05
2004-01-19,19,18,3,20698,7.32E+05
2004-01-19,20,17,4,20372,7.32E+05
2004-01-19,21,17,3,19598,7.32E+05
2004-01-19,22,16,4,18346,7.32E+05
2004-01-19,23,16,4,16820,7.32E+05
2004-01-19,24,15,4,15393,7.32E+05
2004-01-20,1,15,3,14429,7.32E+05
2004-01-20,2,15,3,13980,7.32E+05
2004-01-20,3,15,3,13858,7.32E+05
2004-01-20,4,15,3,13868,7.32E+05
2004-01-20,5,14,3,14197,7.32E+05
2004-01-20,6,14,3,15398,7.32E+05
2004-01-20,7,14,2,17630,7.32E+05
2004-01-20,8,13,2,18975,7.32E+05
2004-01-20,9,14,2,19187,7.32E+05
2004-01-20,10,16,2,19008,7.32E+05
2004-01-20,11,17,2,19047,7.32E+05
2004-01-20,12,19,2,18794,7.32E+05
2004-01-20,13,20,2,18720,7.32E+05
2004-01-20,14,21,3,18505,7.32E+05
2004-01-20,15,22,3,18286,7.32E+05
2004-01-20,16,22,3,18334,7.32E+05
2004-01-20,17,21,3,19187,7.32E+05
2004-01-20,18,19,3,20895,7.32E+05
2004-01-20,19,18,3,21050,7.32E+05
2004-01-20,20,17,3,20670,7.32E+05
2004-01-20,21,17,3,19974,7.32E+05
2004-01-20,22,17,1,18742,7.32E+05
2004-01-20,23,16,1,17199,7.32E+05
2004-01-20,24,15,1,15665,7.32E+05
2004-01-21,1,14,1,14743,7.32E+05
2004-01-21,2,14,1,14300,7.32E+05
2004-01-21,3,13,1,14075,7.32E+05
2004-01-21,4,13,1,14139,7.32E+05
2004-01-21,5,13,1,14414,7.32E+05
2004-01-21,6,12,1,15627,7.32E+05
2004-01-21,7,12,1,17921,7.32E+05
2004-01-21,8,12,1,19135,7.32E+05
2004-01-21,9,14,2,19221,7.32E+05
2004-01-21,10,15,2,19129,7.32E+05
2004-01-21,11,18,2,19025,7.32E+05
2004-01-21,12,20,3,18742,7.32E+05
2004-01-21,13,22,4,18410,7.32E+05
2004-01-21,14,24,5,18176,7.32E+05
2004-01-21,15,25,5,17901,7.32E+05
2004-01-21,16,25,5,17912,7.32E+05
2004-01-21,17,25,5,18767,7.32E+05
2004-01-21,18,23,5,20423,7.32E+05
2004-01-21,19,21,4,20570,7.32E+05
2004-01-21,20,19,4,20191,7.32E+05
2004-01-21,21,18,3,19516,7.32E+05
2004-01-21,22,17,3,18407,7.32E+05
2004-01-21,23,15,3,16780,7.32E+05
2004-01-21,24,14,3,15374,7.32E+05
2004-01-22,1,13,3,14493,7.32E+05
2004-01-22,2,14,4,14061,7.32E+05
2004-01-22,3,14,5,13840,7.32E+05
2004-01-22,4,16,5,13744,7.32E+05
2004-01-22,5,16,6,14016,7.32E+05
2004-01-22,6,17,7,15187,7.32E+05
2004-01-22,7,18,8,17433,7.32E+05
2004-01-22,8,19,8,18827,7.32E+05
2004-01-22,9,19,9,18974,7.32E+05
2004-01-22,10,21,10,18955,7.32E+05
2004-01-22,11,23,11,19003,7.32E+05
2004-01-22,12,25,13,18827,7.32E+05
2004-01-22,13,28,15,18509,7.32E+05
2004-01-22,14,30,17,18248,7.32E+05
2004-01-22,15,32,19,17924,7.32E+05
2004-01-22,16,33,20,17927,7.32E+05
2004-01-22,17,32,20,18682,7.32E+05
2004-01-22,18,31,22,20055,7.32E+05
2004-01-22,19,29,20,20057,7.32E+05
2004-01-22,20,27,15,19663,7.32E+05
2004-01-22,21,26,10,19045,7.32E+05
2004-01-22,22,24,7,17935,7.32E+05
2004-01-22,23,22,6,16362,7.32E+05
2004-01-22,24,20,2,14977,7.32E+05
2004-01-23,1,18,0,14177,7.32E+05
2004-01-23,2,16,-1,13809,7.32E+05
2004-01-23,3,15,-2,13674,7.32E+05
2004-01-23,4,14,-2,13712,7.32E+05
2004-01-23,5,13,-2,14067,7.32E+05
2004-01-23,6,12,-2,15289,7.32E+05
2004-01-23,7,11,-3,17639,7.32E+05
2004-01-23,8,10,-3,18973,7.32E+05
2004-01-23,9,11,-3,19181,7.32E+05
2004-01-23,10,13,-3,19219,7.32E+05
2004-01-23,11,14,-3,19244,7.32E+05
2004-01-23,12,15,-3,19138,7.32E+05
2004-01-23,13,16,-3,18909,7.32E+05
2004-01-23,14,17,-4,18747,7.32E+05
2004-01-23,15,17,-5,18524,7.32E+05
2004-01-23,16,17,-5,18571,7.32E+05
2004-01-23,17,15,-5,19249,7.32E+05
2004-01-23,18,13,-5,20666,7.32E+05
2004-01-23,19,13,-6,20655,7.32E+05
2004-01-23,20,11,-6,20148,7.32E+05
2004-01-23,21,10,-6,19539,7.32E+05
2004-01-23,22,9,-7,18665,7.32E+05
2004-01-23,23,9,-6,17424,7.32E+05
2004-01-23,24,8,-6,16095,7.32E+05
2004-01-24,1,7,-6,15163,7.32E+05
2004-01-24,2,6,-6,14662,7.32E+05
2004-01-24,3,6,-7,14415,7.32E+05
2004-01-24,4,5,-6,14302,7.32E+05
2004-01-24,5,5,-5,14378,7.32E+05
2004-01-24,6,5,-4,14805,7.32E+05
2004-01-24,7,5,-4,15665,7.32E+05
2004-01-24,8,5,-4,16614,7.32E+05
2004-01-24,9,6,-4,17774,7.32E+05
2004-01-24,10,8,-4,18511,7.32E+05
2004-01-24,11,10,-4,18666,7.32E+05
2004-01-24,12,12,-6,18416,7.32E+05
2004-01-24,13,13,-8,17959,7.32E+05
2004-01-24,14,15,-10,17518,7.32E+05
2004-01-24,15,15,-11,17244,7.32E+05
2004-01-24,16,15,-13,17278,7.32E+05
2004-01-24,17,13,-14,18092,7.32E+05
2004-01-24,18,11,-14,19717,7.32E+05
2004-01-24,19,9,-14,19852,7.32E+05
2004-01-24,20,8,-14,19448,7.32E+05
2004-01-24,21,6,-13,18964,7.32E+05
2004-01-24,22,6,-13,18274,7.32E+05
2004-01-24,23,4,-12,17262,7.32E+05
2004-01-24,24,3,-14,16246,7.32E+05
2004-01-25,1,2,-15,15457,7.32E+05
2004-01-25,2,1,-15,15022,7.32E+05
2004-01-25,3,0,-15,14825,7.32E+05
2004-01-25,4,-1,-16,14745,7.32E+05
2004-01-25,5,-1,-16,14796,7.32E+05
2004-01-25,6,-1,-16,15094,7.32E+05
2004-01-25,7,-2,-17,15680,7.32E+05
2004-01-25,8,-2,-18,16352,7.32E+05
2004-01-25,9,-2,-18,17350,7.32E+05
2004-01-25,10,0,-17,18023,7.32E+05
2004-01-25,11,3,-17,18291,7.32E+05
2004-01-25,12,6,-16,18301,7.32E+05
2004-01-25,13,9,-15,18119,7.32E+05
2004-01-25,14,11,-15,17753,7.32E+05
2004-01-25,15,13,-15,17492,7.32E+05
2004-01-25,16,14,-14,17546,7.32E+05
2004-01-25,17,14,-15,18487,7.32E+05
2004-01-25,18,11,-14,20303,7.32E+05
2004-01-25,19,10,-14,20500,7.32E+05
